Name,Symbol,Price,45d,90d,200d,MktCap,24hVol,Circ_Supply,Total_Supply,Brand_Buzz,Social,Avg_volume,Age_mo,Winning_months
Aurora DAO,AURA,0.0197,-28.71,-56.49,-86.14,3.01,8.66,152.73,1000000000,100,66,17406,13,13
Helium,HLM,0.0451,-52.51,-87.33,-87.33,458.83,0,10.165,10513862,100,67,885,4,4
Celsius,CEL,0.1149,127.61,107.43,107.43,0,69.39,0,700000000,50,39,3145,9,9
Bob's Repair,BOB,0.003,-55.18,-91.08,-83.65,231.62,308.34,78.286,360000000,100,65,378689,7,7
Wagerr,WGR,0.095,27.32,-23.23,-23.23,17.35,37.21,182.651,204030690,25,40,12795,19,19
BitcoinZ,BTCZ,0.0003,-0.1,-33.23,-81.92,1.33,66.75,4.384,4383558412,,42,201434,16,16
carVertical,CV,0.0005,33.3,-35.2,-67.1,3.83,22.68,7.714,9898432613,100,70,6138,12,12
GoldMint,MNTP,0.1755,-28.48,-43.12,-54.21,336.12,765.5,1.915,10000000,100,62,1085,12,12
AMO Coin,AMO,0.0006,-63.03,-73.59,-73.59,5.12,80.08,8.972,19679012762,100,65,143659,5,5
Restart Energy,MWAT,0.0159,8.17,-8.22,-28.47,7.21,29.1,452.75,500000000,100,75,30386,12,12
MediShares,MDS,0.0119,95.05,-25.67,-75.01,12.72,512.05,1.068,2000000000,75,74,261501,14,14
Smartlands,SLT,3.88,13.05,-31.82,79.74,19.81,144.94,5.101,7186785,25,82,903220,12,12
Fluz Fluz,FLUZ,0.0063,-15.4,6.17,-80.51,1.29,3.15,204.78,204780000,100,64,116,11,11
Viuly,VIU,7.75E-05,-72.27,-62.59,-96.21,59.84,102.49,771.906,1000000000,100,58,284,15,15
Noah Coin,NOAH,0.0004,22.04,-25.86,-79.06,14.59,410.48,32.688,91584000000,25,70,119187,11,11
Ink,INK,0.0102,67.37,-41.85,-82.98,4.74,4.37,463.911,1000000000,0,76,3014223,15,15
Lethean,LTHN,0.001,-16.58,-78.72,-59.87,664.1,1.89,646.511,716510791,50,39,11736,15,15
Storjcoin X,SJCX,0.1456,38.86,58.07,-76.48,0,203.72,0,500000000,50,49,20,54,54
Legolas Exchange,LGO,0.0551,20.68,-35.33,-75.3,7.21,8.28,130.853,217698062,100,70,16739,11,11
DxChain Token,DX,0.0003,90.97,24.01,24.01,11.29,195.22,36.325,1.00E+11,100,66,162630,6,6
PlayGame,PXG,0.0015,-64.03,-64.03,,1.14,135.14,742.858,1000000000,50,70,58585,2,2
Mintcoin,MINT,0.0001,78.53,10.94,-3.75,3.56,283.98,24.947,24947260808,,37,136,60,60
OKCash,OK,0.0341,81.09,6.57,-47.39,2.54,472.83,74.57,74570073,,51,90506,50,50
REAL,REAL,0.1094,-18.87,-33.68,-61.84,1.1,0,10.056,19717288,50,62,447,16,16
Ryo Currency,RYO,0.0561,-25.4,-62.46,-62.46,636.2,1.33,11.337,11454452,,39,1147,6,6
CoinFi,COFI,0.0056,48.98,-50.05,-72.35,1.08,138.05,194.107,300000000,100,67,19023,12,12
Mainframe,MFT,0.004,11.94,-58.07,-73.08,30.2,12.44,7.632,10000000000,0,82,1651349,7,7
Bittwatt,BWT,0.0111,31.02,-64.21,-68.44,3.32,12.37,300.419,338600000,100,67,1270,8,8
Beam,BEAM,0.4866,,,,9.14,8.22,18.775,18775200,25,62,3510924,1,1
Naviaddress,NAVI,0.0005,-63.01,-84.92,-93.13,114.86,2.27,242.551,1000000000,100,55,109625,8,8
TokenCard,TKN,0.5751,72.47,-15.81,-15.81,17.39,24.91,30.246,39406760,50,67,5065,21,21
Napoleon X,NPX,0.2671,6.23,15.24,3.08,5.84,120.55,21.875,29800000,0,70,82941,11,11
Nimiq,NIM,0.0016,100.99,-11.86,-11.86,6.28,407.81,3.873,4863652244,0,55,128825,19,19
Tokenbox,TBX,0.0159,-72.87,-77.62,-83.32,180.84,30.86,11.394,16051590,75,62,11527,12,12
Spectre.ai Dividend Token,SXDT,0.4481,41.24,34.72,108.66,36.77,9.78,82.074,140270691,100,79,7227,13,13
Pylon Network,PYLNT,0.9151,-3.21,-29.45,-69.91,380.23,122.89,415.51,633858,75,65,258708,13,13
WELL,WELL,0.0006,-79.27,-92.06,-92.06,52.37,0,87.217,100000000,50,55,0,4,4
True USD,TUSD,1,-0.93,0.41,0.94,237.23,390.53,236.437,236436654,50,60,53156036,11,11
Crypto.com,MCO,5.26,135.99,20.93,-22.27,83.06,12.74,15.794,31587682,0,80,7087905,19,19
XMax,XMX,0.0004,19.13,-2.58,-76.77,4.01,498.32,10.911,30000000000,75,66,81094,8,8
HelloGold,HGT,0.001,-58.28,-78.83,-89.58,255.33,398.15,263.035,1000000000,100,59,271,16,16
Vezt,VZT,0.0553,369.61,148.78,22.44,4.76,267.58,85.923,125000000,50,64,433,13,13
SHPING,SHPING,0.0003,-7.6,-53.88,-53.88,252.7,0.73,799.513,10000000000,50,56,9,4,4
WeToken,WT,0.0018,65.44,-42.71,-42.71,0,36.81,0,600000000,100,42,40147,6,6
adToken,ADT,0.0067,12.63,-56.56,-56.56,5.02,506.04,745.2,1000000000,75,70,751982,19,19
BetterBetting,BETR,0.0025,-36.32,-53.35,-94.89,457.23,1.79,182.652,200585763,100,67,17711,9,9
SpaceChain,SPC,0.0079,23.19,-44.93,-64.42,4.09,174.22,515.924,1000000000,50,66,87022,13,13
IP Exchange,IPSX,0.0003,-59.64,-72.9,-88.07,284.41,758.17,891.582,1714102659,75,57,1242,10,10
Namecoin,NMC,0.3885,-43.2,-38.2,-73.49,5.73,67.85,14.736,14736400,,43,15920,69,69
Sharder,SS,0.0056,8.44,-67.05,-74.62,1.58,140,283.283,350000000,0,70,225366,9,9
HyperCash,HC,1.43,52.84,-21.86,-74.58,62.31,6.92,43.53,43529781,0,74,6852605,18,18
Safe Exchange Coin,SAFEX,0.0048,-34.02,-55.58,-83.74,7.45,3.61,1.543,2147483647,50,75,3338,36,36
Viberate,VIB,0.044,67.55,-17.95,-43.03,8.18,2.78,186.081,200000000,75,44,944543,16,16
Banca,BANCA,6.92E-05,-34.14,-69.23,-90.69,1.24,30.41,17.926,20000000000,75,70,33355,11,11
MidasProtocol,MAS,0.0066,2.87,-60.51,-60.51,1.94,80.33,295.25,500000000,25,70,45698,4,4
CoinUs,CNUS,0.0224,-56.91,-56.91,,7.61,309.85,340,2000000000,25,75,231827,1,1
B2BX,B2B,0.7111,167.32,26.97,161.71,11.8,163.67,16.59,19822337,25,74,573300,15,15
UpToken,UP,0.0149,2.25,-67.73,-67.77,2.19,46.2,146.288,184638000,100,70,301726,11,11
eBitcoin,EBTC,0.0485,90.77,39.82,-28.03,916.4,16.26,18.897,21000000,,52,7484,15,15
BuzzCoin,BUZZ,2.79E-05,32.37,-38.42,-66.25,557.46,453.55,20,19999751593,50,49,773,17,17
EBCoin,EBC,0.0005,-21.13,-49.27,-49.27,1.87,5.09,4.055,10295055166,75,70,15416,6,6
Mysterium,MYST,0.0929,-2.34,-17.23,-56.56,2.2,862.94,23.673,32433366,0,30,453,20,20
Denarius,D,0.0874,-40.14,-66.76,-77.54,482.59,3.36,5.524,5523659,0,53,332,19,19
Decision Token,HST,0.0665,3.39,-56.45,-83.8,2.13,71.6,32.026,48240070,100,55,38048,15,15
Masari,MSR,0.0911,-53.37,-72.94,-81.93,1.05,3.52,11.558,11558214,,63,2571,9,9
EchoLink,EKO,0.0041,34.75,-50.97,-77.41,1.62,332.18,399.996,500000000,75,66,197526,13,13
BitSend,BSD,0.0821,15.99,-43.57,-68.06,1.9,36.56,23.204,23203925,,51,16796,56,56
Bitcoinus,BITS,0.001,-25.87,-81.33,-81.33,59.25,63.39,59.294,159294348,50,61,83605,4,4
Origami,ORI,0.0104,-64.36,-77.25,-93.1,44.14,130.54,4.226,5527379,0,55,79,9,9
Maximine Coin,MXM,0.033,198.4,406.63,406.63,54.41,5.96,1.649,16000000000,25,82,882980,6,6
Penta,PNT,0.0003,-39.14,-71.15,-90.69,5.92,691.17,20.416,50000000000,25,70,300441,9,9
Xriba,XRA,0.0087,-67.23,-80.75,-80.75,773.3,1.51,88.501,275000000,100,67,3143,5,5
DAEX,DAX,0.0076,41.93,-34.46,-88.51,2.69,2.08,354.667,2000000000,75,74,966819,9,9
BiblePay,BBP,0.0002,-55.52,-42.1,-88.7,366.7,639.16,1.536,1536150764,,34,670,17,17
MinexCoin,MNX,0.1557,-86.82,-92.15,-97.69,853.13,12.03,5.48,6279288,0,41,45895,15,15
Mothership,MSP,0.0054,-87.14,-93.95,-96.19,752.95,0,140,200000000,25,62,6547,18,18
FLO,FLO,0.1116,204.02,133.06,132.51,16.85,158.66,150.992,150991843,,59,92972,62,62
Zeepin,ZPT,0.0118,29.79,-42.21,-69.45,5.89,404.44,500,1000000000,25,66,141258,12,12
Veros,VRS,0.0072,-49.19,-32.18,-75.58,218.37,9.83,30.376,79952700,,64,15457,26,26
TrezarCoin,TZC,0.0036,14.76,-31.07,-52,552.05,277.79,155.258,167257800,,34,505,16,16
Bitclave,CAT,0.0005,-52.22,-78.56,-92.84,270,844.09,501.394,1597746125,75,52,599,13,13
Rublix,RBLX,0.1951,-16.41,-26.06,9.78,4.06,23.42,20.781,100000000,100,67,14700,9,9
ContentBox,BOX,0.0068,151.67,-29.68,-80.62,5.76,1.38,851.61,3000000000,75,70,143635,7,7
VoteCoin,VOT,0.0007,-42.97,-79.55,-91.09,37.64,211.26,54.908,54908375,,28,23,14,14
Egretia,EGT,0.0035,789.72,188.21,-57.52,12.44,1.53,3.529,8000000000,75,70,943444,7,7
Ubcoin Market,UBC,0.0011,-40.51,-67.25,-67.25,384.24,1.02,342.272,633837701,100,54,13987,5,5
FUTURAX,FTXT,7.71E-06,-90.77,-96.25,-96.25,26.25,26.35,3.406,7076400718,0,64,12005,5,5
Crypto.com Chain,CRO,0.0647,111.92,111.92,,378.04,1.48,5.847,1.00E+11,25,85,774829,2,2
BlockMason Credit Protocol,BCPT,0.0466,23.77,-58.05,-74.81,5.41,1.41,116.159,116158667,75,62,1043962,16,16
Bitcoiin,B2G,0.2906,,,,14.88,693.51,51.19,57606524,,63,655395,1,1
Everus,EVR,0.0332,192.21,69.73,8.68,15.17,2.61,457.121,1000000000,50,60,35686,16,16
BridgeCoin,BCO,0.4608,-33,-65.82,-62.05,12.44,4.82,27,27000000,,63,6697,16,16
Exchange Union,XUC,2.67,13.93,-32.52,-44.19,0,1.69,0,3000000000,75,44,86931,15,15
Pundi X NEM,NPXSXEM,0.0006,16.76,-29.2,-29.2,1.37,1.85,2.435,9000000000,50,61,1449753,6,6
White Standard,WSD,1.03,13.88,0.12,0.12,454.37,65.17,439.402,439402,25,65,5230,6,6
Social,SCL,0.0119,-65.67,-85.14,-93.29,198.1,58.94,16.714,16714020,0,59,94,17,17
Moneytoken,IMT,0.0003,-33.86,-74.34,-74.34,2.4,44.39,9.43,19155705310,100,70,44364,5,5
ION,ION,0.2047,-16.77,-59.73,-81.44,2.89,79.63,14.133,20033049,0,43,63317,32,32
BOXX Token [Blockparty],BOXX,0.045,-8.31,-75.58,-75.58,1.05,43.21,23.242,90000000,75,70,70355,5,5
Worldcore,WRC,0.0013,-57.61,-74.09,-91.76,223.2,828.8,178.103,245209299,50,62,6388,14,14
AB-CHAIN,RTB,0.0162,-31.93,-34.94,-34.94,311.41,1.48,19.271,27855463,100,62,3712,6,6
BlitzPredict,XBP,0.0018,123.67,46.89,-54.28,657.13,30.4,370.57,950873123,50,65,19529,10,10
Atomic Wallet Coin,AWC,0.1606,113.65,,,0,45.66,0,100000000,50,51,429,1,1
LUXCoin,LUX,0.3666,-41.84,-79.13,-90.18,2.03,13.41,5.536,7536349,0,55,6527,15,15
Education Ecosystem,LEDU,0.0063,26.52,-30.46,-54.85,1.38,5.93,217.79,362983094,75,66,10374,11,11
Nitro,NOX,0.0013,-50.15,-38.46,-96.55,29.93,364.85,23.076,120000000,100,55,446,13,13
Tripio,TRIO,0.0038,24.96,-24.04,-57.94,13.03,5.36,3.449,5000000000,25,74,310536,9,9
Sentinel Protocol,UPP,0.0151,-3.11,-45.83,-77.39,4.46,1.23,295.508,500000000,25,70,1315826,8,8
Alt.Estate token,ALT,0.0002,-26.41,-42.91,-42.91,155.07,392.26,724.181,1069639374,50,59,5448,4,4
Trade Token X,TIOX,0.0795,-41.51,-41.51,,6.84,19.33,86.069,223534823,0,70,205120,2,2
Neurotoken,NTK,0.0331,54.26,-33.6,-74.83,2.61,13.23,78.907,99987500,75,70,20675,12,12
Expanse,EXP,0.1712,21.49,-23.37,-82.44,1.8,158.64,10.495,19495278,0,51,17157,41,41
Etheera,ETA,2.83E-05,-66.61,-99.07,-99.07,203.65,7.23,7.19,9923790394,25,65,702,4,4
Ormeus Coin,ORME,0.1155,47.85,-36.93,-81.81,4.15,194.76,35.905,200000000,50,66,202232,16,16
HollyWoodCoin,HWC,0.0411,-65.27,-77.22,-88.6,780.51,148.01,18.996,38351154,,66,124066,14,14
PalletOne,PTN,0.007,-48.35,-72.11,-72.11,0,206,0,1000000000,25,57,147344,3,3
CanonChain,CZR,0.012,120.33,94.51,94.51,6.39,158.21,532.239,1618033988,,51,334479,6,6
Matryx,MTX,0.0641,147.51,4.56,-67.68,1.49,130.85,23.224,314159265,50,65,121293,13,13
Kalkulus,KLKS,0.0156,-36.92,-44.01,-44.01,245.15,54.61,15.764,16439358,,55,26007,6,6
Shift,SHIFT,0.3931,19.8,-26.15,-26.15,5.16,38.05,13.113,13112896,50,51,47886,41,41
Walton,WTC,2.2,73.22,-28.68,-66.72,91.63,7.07,41.682,70000000,75,77,1525034,17,17
PLATINCOIN,PLC,21.81,150.08,359.42,359.42,15.27,1.97,700,600001073,,78,3106624,4,4
B3Coin,KB3,0.0014,5.83,-28.61,-51.67,1.07,516.23,745.773,745773155,,45,313,29,29
Terracoin,TRC,0.0381,60.41,13.15,-54.08,873.9,22.75,22.935,22935396,0,31,4121,69,69
High Performance Blockchain,HPB,0.4233,55.02,-39.22,-81.54,18.46,5.36,43.62,101119950,50,74,1186122,13,13
Spectre.ai Utility Token,SXUT,0.1182,60.12,-20.47,19.33,2.9,43.48,24.53,42980365,100,66,18929,13,13
X-Cash,XCASH,4.79E-05,327.53,19.91,19.91,1.67,106.77,34.939,34938834547,0,47,3569,4,4
Omni,OMNI,2.99,8.23,-41.44,-75.97,1.68,2.8,562.083,618399,0,40,1881,61,61
Newton Coin Project,NCP,9.90E-07,-41.18,-85.82,-85.82,162.82,167.53,164.143,1.64E+11,,45,886,6,6
WIZBL,WBL,0.0037,-38.71,-75.29,-75.29,0,4.95,0,217690264,50,57,16949,4,4
NoLimitCoin,NLC2,0.0089,-36.43,-40.77,-77.41,1.87,57.3,210.579,210579260,50,37,28759,29,29
Sharpe Platform Token,SHP,0.0009,-98.61,-99.13,-99.34,16.19,0,17.41,32000000,75,67,3321,11,11
InvestFeed,IFT,0.0002,-91.32,-98.03,-99.02,45.37,219.29,191.381,191381257,75,47,66,18,18
Dascoin,DASC,0.0158,-28.12,-53.13,-79.17,0,147.85,0,889868500,0,44,27436,9,9
Quant,QNT,2.24,25.56,-9.08,-9.08,21.9,2.07,9.777,14612493,50,67,1678069,6,6
FairCoin,FAIR,0.0691,-36.54,-65.16,-83.72,3.68,2.49,53.194,53193831,,48,1246,59,59
NetKoin,NTK,3.89E-05,41.84,-56.59,-56.59,173.13,3.74,4.454,7426060094,25,59,1448,6,6
Stealth,XST,0.1852,91.95,62.04,12.01,5.93,5.19,32,31999583,,48,1985,55,55
DAO.Casino,BET,0.0191,71.07,-23.54,5.17,3.2,4.93,167.271,167270821,75,34,452,19,19
Rookiecoin,RKC,5.18E-05,-33.87,-90.57,-90.57,156.87,0,3.031,10000000000,,49,91,3,3
BitBay,BAY,0.0094,2.18,-49.04,-68.66,9.47,49.53,1.012,1012146906,0,54,25095,51,51
Airbloc,ABL,0.0164,48.78,-24.77,-24.77,4.14,860.3,252.043,400000000,75,70,228948,6,6
Dynamic,DYN,0.1658,-61.46,-75.74,-88.57,2.33,116.64,14.029,314529056,0,55,25839,22,22
Time New Bank,TNB,0.0054,43.07,-44.08,-72.5,14.11,3.79,2.613,4415707418,75,83,479044,14,14
Primecoin,XPM,0.2735,41.05,-23.13,-76.78,7.55,33.62,27.615,27614649,,43,56233,67,67
BEAT,BEAT,0.002,-8.55,-8.55,,245.79,43.88,122.749,1226667278,25,62,30617,2,2
Gold Bits Coin,GBC,0.2367,9.81,21.96,21.96,25.09,42.43,105.969,1000000000,25,79,14286,6,6
Wings,WINGS,0.0449,-48.49,-79.68,-79.92,4.33,35.8,96.435,100000000,25,78,1160336,25,25
VITE,VITE,0.0348,134.64,1.64,-63.46,14.47,698.97,415.163,1000000000,0,70,375100,7,7
Blocktix,TIX,0.0181,-85.61,-91.21,-92.92,725.49,3.29,40,62500000,100,74,255287,18,18
Snovian.Space,SNOV,0.0022,17.53,-51.29,-75.06,881.97,2.27,404.98,651129644,0,70,26004,14,14
Shivom,OMX,0.0013,-42.1,-78.91,-89.33,1.13,14.52,890.793,3000000000,75,63,1963,8,8
Project Pai,PAI,0.0539,-5.94,-61.19,-92.33,78.22,13.98,1.452,1595184000,25,68,2496559,7,7
QASH,QASH,0.1323,-16.04,-38.3,-51.28,46.31,1.05,350,1000000000,50,85,239720,15,15
Karma,KRM,0.0005,-59.13,-69.5,-92.1,840.4,574.06,1.783,3000000000,50,66,9860,13,13
Hashgard,GARD,7.48E-05,-9.1,-54.2,-82.04,3.73,865.23,49.834,1.00E+11,75,70,328630,7,7
Asch,XAS,0.1282,97.9,-7.37,-70.26,11.97,3.39,93.355,114855331,0,48,2373470,22,22
BlockMesh,BMH,0.0034,66.67,95.2,-57.45,304.22,553.63,89.598,2000000000,75,59,1647,9,9
Modum,MOD,0.2867,-24.68,-63.52,-71.35,6.1,321.54,21.266,27266200,50,66,281325,15,15
Neural Protocol,NRP,2.96E-06,-58.57,-86.04,-86.04,28.11,20.55,9.498,9500000000,0,61,19824,4,4
REPO,REPO,0.1755,40.99,69.93,44.46,19.3,78.05,109.959,356999900,50,81,77952,8,8
Rotharium,RTH,1.26,-38.97,-69.31,-69.31,4.23,3.1,3.357,5207470,0,70,3541,5,5
Moeda Loyalty Points,MDA,0.989,17.3,-17.04,73.99,19.41,3.24,19.629,19628888,50,55,1671769,17,17
CommerceBlock,CBT,0.0397,354.21,272.66,134.53,6.9,6.75,173.767,743256686,0,67,1120,10,10
AdCoin,ACC,0.0196,36.2,10.5,-35.91,306.19,242.77,15.625,31817979,0,43,145,17,17
Starbase,STAR,0.0027,2.88,-55.86,-80.73,504.19,2.2,187.5,1000000000,100,47,697,14,14
ParkinGo,GOT,0.8857,50.3,31.41,31.41,11.48,614.3,12.966,94808613,25,67,3274,5,5
ECC,ECC,0.0002,1.79,-50.96,-73.21,3.95,979.36,25,25000000000,0,41,368,59,59
UChain,UCN,0.0027,22.31,-51.33,-51.33,813.24,193.34,305.347,823600647,25,65,302642,5,5
WandX,WAND,0.0301,-13.09,-59.18,-70.45,368.51,291.49,12.244,16013284,75,49,374,13,13
IONChain,IONC,0.0077,158.04,31.87,31.87,911.62,913.01,118.737,520000000,,51,83607,3,3
Super Bitcoin,SBTC,2.88,47.04,-36.73,-74.52,0,1.12,0,,,48,510593,14,14
ILCoin,ILC,0.0855,-15.94,-15.94,,25.43,1.56,297.306,1086973425,,29,60951,2,2
Scroll,SCRL,0.0882,90.93,29.14,-40.94,16.97,687.68,192.39,1000000000,100,66,225288,7,7
Nexty,NTY,1.64E-05,-55.71,-84.74,-96.07,2.48,23.23,151.322,1.80E+11,25,66,7277,9,9
BrickBlock,BBK,0.0607,49.4,-31.27,-31.27,4.56,50.24,75.131,265000143,25,70,31489,6,6
DaTa eXchange,DTX,0.0188,77.2,20.08,5.07,1.39,114.18,73.971,225000000,50,67,31145,7,7
Ignition,IC,0.146,8.71,-45.1,-78.34,149.08,319.08,1.021,1076534,,30,244,13,13
Mindexcoin,MIC,0.0167,41.34,-75.58,-75.58,392.67,120.42,23.505,100000000,0,54,5239,5,5
Autonio,NIO,0.0104,-27.84,-60.85,-31.42,868.53,116.14,83.802,150000000,50,55,119818,15,15
Wixlar,WIX,0.0137,-63.36,-69.69,-69.69,1.53,134.35,111.499,5330000000,50,67,11984,4,4
CashBet Coin,CBC,0.0058,-52.37,-72.72,-95.04,907.71,30.3,155.973,430000000,50,66,28044,8,8
AC3,AC3,0.0053,-57.75,-83.42,-97.75,2.59,2.42,491.008,550000000,100,62,154,9,9
InterCrone,ICR,0.064,69.36,-40.05,-40.05,946.95,3.18,14.794,17910608,0,67,1871,6,6
TrueDeck,TDP,0.0269,-80.53,-98.24,-98.24,824.78,377.65,30.718,200000000,75,70,293584,4,4
Jetcoin,JET,0.0169,-37.5,-43.64,-68.58,115.55,28.91,6.823,80000000,25,62,12625,19,19
BitCapitalVendor,BCV,0.0193,258.04,356.79,356.79,15.9,96,822.4,1200000000,25,75,85383,6,6
Paragon,PRG,0.0873,9.4,27.98,-34.41,5.67,23.05,64.937,164936532,50,70,43198,15,15
Hubii Network,HBT,0.0862,-47.49,-74.08,-71.39,1.3,436.63,15.143,31801784,50,64,196,16,16
Invacio,INV,0.0071,-75.12,-71.81,-73.74,248.5,4.23,34.796,35007682,100,64,3303,8,8
LALA World,LALA,0.0037,35.79,-30.83,-76.44,739.89,14.64,201.64,250000000,100,55,36234,11,11
Wispr,WSP,0.0052,-36.19,-71.57,-71.57,150.14,13.25,28.789,30074864,,45,17,4,4
Spectiv,SIG,0.001,-32.04,-69.22,-88.99,312.39,482.24,303.738,378851756,100,52,1001,10,10
Tether,USDT,1,-1.59,0.92,0.36,2.83,34.22,2.824,3220057493,0,77,3892905490,47,47
Ulord,UT,0.0451,-21.88,-38.22,-38.22,3.77,575.9,83.618,181115783,0,57,257911,5,5
Birake,BIR,0.0059,-91.71,-92.15,-92.15,340.33,16.29,57.21,61230719,0,55,28925,5,5
BBSCoin,BBS,3.28E-06,102.42,14.1,14.1,265.17,261.96,80.824,80824318683,,30,580,5,5
TRONCLASSIC,TRXC,4.34E-06,-7.43,-93.25,-93.25,2.02,710.96,465.107,1.00E+12,0,67,2065,4,4
On.Live,ONL,0.0445,-33.98,-38.03,-33.42,962.51,500.58,21.622,59725382,50,70,67058,7,7
Atonomi,ATMI,0.0008,-63.3,-87.07,-97.15,401.95,59.77,489.844,1000000000,100,68,88837,7,7
EverGreenCoin,EGC,0.009,-53.06,-83.8,-92.34,125.23,3.38,13.841,13841243,0,34,557,37,37
PlayCoin [ERC20],PLY,0.0209,-59.62,-79.02,-79.02,3.77,2.39,180.689,1000000000,,70,1859759,3,3
Powercoin,PWR,2.09E-05,-48.39,-67.65,1311,202.18,0.42,9.665,9955369730,,49,49,32,32
Advanced Internet Blocks,AIB,0.0052,-25.24,-41.13,-57.47,172.27,2.49,32.845,31412844629,,45,408,45,45
SolarCoin,SLR,0.0471,50.97,-5.3,-71.76,2.47,11.89,52.533,98034692997,,40,2792,58,58
Faceter,FACE,0.0019,16.75,-41.05,-87.23,875.71,7.13,470.624,938641610,100,54,4750,8,8
Utrum,OOT,0.0118,-25.48,-61.57,-80.34,764.3,1.21,64.8,216000144,,57,5546,9,9
Biotron,BTRN,0.0013,-44.75,-80.22,-91.66,86.9,0,65.966,411092461,100,56,109,9,9
Iungo,ING,0.0076,37.09,-40.6,-80.55,302.54,23.5,40,62553604,50,62,12159,12,12
SoMee.Social,ONG,0.0058,2.77,-63.46,-82.66,257.81,155.05,44.587,150000000,100,62,958,14,14
TE-FOOD,TFD,0.0067,-46.81,-53.4,-80.66,3.4,33.1,510.41,567917833,50,66,10183,11,11
Kind Ads Token,KIND,0.0096,-47.63,-51.81,-51.81,404.86,649.88,42.224,61000000,25,64,939,6,6
PinkCoin,PINK,0.0016,-31.06,-69.29,-86.5,645.77,1.39,406.859,432119374,100,46,2020,57,57
Carlive Chain,IOV,0.0008,-36.55,-52.42,-52.42,0,11.38,0,10000000000,75,57,41241,6,6
Ethorse,HORSE,0.0028,-11.82,-72.73,-83.52,314.66,25.03,110.619,125000000,,51,53,13,13
BitcoinX,BCX,0.0025,-11.74,-55.07,-68.25,0,191.35,0,1.67E+11,,44,51443,14,14
Traxia,TMT,0.0025,-51.15,-70.75,-89.48,1.25,58.92,492.353,1000000000,50,66,40578,8,8
Litex,LXT,0.0055,146.81,54.05,54.05,4.54,450.02,820,2000000000,75,70,108498,6,6
TTC Protocol,TTC,0.0838,229.32,14.64,14.64,15.63,5.94,186.556,764736776,100,70,237237,6,6
BitCoen,BEN,0.0051,-92.5,-92.16,-92.16,35.71,709.78,7,100000000,,39,426,5,5
GlobalToken,GLT,0.0026,-13.57,54.87,-53.81,172.78,850.22,66.323,66322800,,45,1137,20,20
Essentia,ESS,0.0013,-10.89,-67.64,-92.23,1.07,258.59,822.281,1755313373,100,38,101678,7,7
AidCoin,AID,0.0676,210.53,11.58,-42.22,3.08,93.82,45.648,100000000,100,66,123644,12,12
SalPay,SAL,0.029,16.42,78.35,-35.59,0,0,0,100000000,50,51,93,8,8
Fox Trading,FOXT,0.1245,-36.04,45.71,45.71,1.13,82.81,9.107,9237035,25,70,448826,6,6
Qbao,QBT,0.0208,37.18,-55.1,-85.19,1.36,89.64,65.351,100000000,0,70,86155,14,14
Ethbits,ETBS,0.2459,-44.12,-61.95,-81.36,401.91,0,1.635,1634691,75,59,31,20,20
Vulcano,VULC,0.0018,-57.29,-82.11,666.76,374.94,192.03,206.31,208886960,,39,1468,15,15
ATMChain,ATM,5.93E-05,-63.9,-69.3,-95,276.23,0,4.66,10000000000,50,55,169,16,16
BunnyToken,BUNNY,0.0002,-70.76,-90.43,-90.43,30.4,24.38,196.025,407562867,25,58,11958,5,5
FirstBlood,1ST,0.084,194.99,14.81,-45.88,7.19,1.05,85.558,93468691,0,63,260,28,28
Lightpaycoin,LPC,0.0181,-95.17,-97.21,-97.21,105.1,741.47,5.794,5803455,,51,11686,6,6
Knoxstertoken,FKX,0.0027,19.7,-38.32,-38.32,385.46,893.16,145.077,150000000,100,62,266,5,5
Colu Local Network,CLN,0.0063,2.14,-61.5,-81.75,654.61,127.32,104.576,1540701334,75,67,5101,9,9
Sola Token,SOL,0.0006,-73.3,-92.21,-92.21,16.52,0,28.949,127864775,50,55,70,4,4
Alphacat,ACAT,0.0004,48.04,-40.61,-85.91,1.21,110.34,2.79,6250000000,50,57,72736,12,12
PRiVCY,PRIV,0.0055,19.2,-34.21,-34.21,90.13,824.58,16.509,22175724,,45,138,6,6
Paxos Standard Token,PAX,1,-0.71,0.26,0.26,184.28,192.56,183.862,183901533,0,90,74878959,4,4
GoldCoin,GLC,0.0873,276.45,241.32,16.01,3.64,6.68,41.662,41662072,50,52,22950,68,68
ZCore,ZCR,0.1167,-41.6,-64.25,-64.25,443.18,897.01,3.798,3798490,,52,5377,6,6
Aurora,AOA,0.0216,62.82,-22.56,-57.9,141.52,648.73,6.542,10000000000,0,86,2091838,7,7
Starta,STA,0.571,361.55,40.6,-10.02,2.85,0,4.997,4997231,75,67,3845,19,19
EXRNchain,EXRN,1.92E-05,-8.96,-30.95,-62.15,1.78,84.18,92.5,1.00E+11,,66,72743,15,15
Monkey Project,MONK,0.0374,-63.96,-76.96,-97.11,226.25,1.27,6.043,6042604,,47,946,14,14
Webcoin,WEB,0.0075,10.69,-50.28,-50.28,268.41,1.78,35.95,70000000,25,66,762232,6,6
Dorado,DOR,0.0002,-15.66,-67.86,-98.03,85.04,69.66,355.584,695583782,50,58,359,7,7
RPICoin,RPI,0.0002,26.56,-18.33,-18.33,84.71,574.92,536.039,683975376,,43,386,4,4
Kryll,KRL,0.0828,139.91,8.23,5.75,1.23,64.23,14.839,49417348,100,55,27460,7,7
